stemming,sampling,features,algorithms,accuracy,precision,recall,f1,auc_roc
simple,over,tfidf,Logistic Regression,0.9740612648221344,0.9693275658670861,0.9491721216788602,0.9591439688715954,0.9945520251765592
simple,over,tfidf,K-Nearest Neighbors,0.9940711462450593,0.9847850893875999,0.9969195225259915,0.9908151549942594,0.9995462821923795
simple,over,tfidf,Support Vector Machine,0.7982954545454546,0.8428165007112376,0.45629572583750483,0.5920559580314764,0.8647684953815596
simple,over,tfidf,Naive Bayes,0.9496047430830039,0.936229573535273,0.9045051983057374,0.9200940070505287,0.9839648795317776
simple,over,tfidf,Decision Tree,0.785943675889328,0.9726477024070022,0.3423180592991914,0.5064084306465395,0.6702687848240408
simple,over,tfidf,Random Forest,0.8060770750988142,0.9876543209876543,0.40046207162110126,0.5698630136986301,0.953165076466103
simple,over,tfidf_pos,Logistic Regression,0.9728260869565217,0.9680976762504924,0.9464767038891028,0.9571651090342679,0.994431094448299
simple,over,tfidf_pos,K-Nearest Neighbors,0.9904891304347826,0.9740406320541761,0.9969195225259915,0.9853472882968601,0.9990708570739539
simple,over,tfidf_pos,Support Vector Machine,0.7164031620553359,0.8028169014084507,0.15363881401617252,0.2579185520361991,0.7795006380198787
simple,over,tfidf_pos,Naive Bayes,0.9456521739130435,0.933306548814785,0.8944936465152099,0.9134880062917813,0.9795695692352226
simple,over,tfidf_pos,Decision Tree,0.7692687747035574,0.9365269461077844,0.30111667308432805,0.4557109557109556,0.6473508012763618
simple,over,tfidf_pos,Random Forest,0.8079298418972332,0.9851024208566108,0.4073931459376203,0.5764096976300735,0.9531612601808164
simple,over,tfidf_pos_liwc,Logistic Regression,0.9452816205533597,0.949874686716792,0.875625721986908,0.9112402324183531,0.9842836268826977
simple,over,tfidf_pos_liwc,K-Nearest Neighbors,0.9423171936758893,0.848951507208388,0.9976896418944936,0.9173305009736236,0.9977032264696427
simple,over,tfidf_pos_liwc,Support Vector Machine,0.5233448616600791,0.3684868695289704,0.6807855217558721,0.4781609195402299,0.5860143437708386
simple,over,tfidf_pos_liwc,Naive Bayes,0.9055088932806324,0.8989547038327527,0.7947631882941856,0.8436541998773759,0.9624467024249097
simple,over,tfidf_pos_liwc,Decision Tree,0.7907608695652174,0.9093381686310064,0.3862148633038121,0.5421621621621622,0.6865852250379405
simple,over,tfidf_pos_liwc,Random Forest,0.8021245059288538,0.9844206426484907,0.3892953407778206,0.5579470198675497,0.9522319071840205
large,default,tfidf,Logistic Regression,0.9645535105657805,0.9372197309417041,0.5186104218362283,0.6677316293929714,0.9840394207215327
large,default,tfidf,K-Nearest Neighbors,0.9342194955691888,1.0,0.04218362282878412,0.08095238095238096,0.6205471770504384
large,default,tfidf,Support Vector Machine,0.880879345603272,0.33555555555555555,0.749379652605459,0.46354566385264767,0.9009019726252557
large,default,tfidf,Naive Bayes,0.971881390593047,0.8814102564102564,0.6823821339950372,0.7692307692307692,0.9824965548868391
large,default,tfidf,Decision Tree,0.9495569188820723,0.7772020725388601,0.37220843672456577,0.5033557046979865,0.6817737054433922
large,default,tfidf,Random Forest,0.9401840490797546,1.0,0.12903225806451613,0.2285714285714286,0.9455333852465158
large,default,tfidf_pos,Logistic Regression,0.9643830947511929,0.9217391304347826,0.5260545905707196,0.669826224328594,0.9836014883796957
large,default,tfidf_pos,K-Nearest Neighbors,0.9357532379004772,0.8421052631578947,0.0794044665012407,0.14512471655328799,0.6122639217760665
large,default,tfidf_pos,Support Vector Machine,0.880879345603272,0.3310502283105023,0.7196029776674938,0.4534792806880376,0.8888214875169984
large,default,tfidf_pos,Naive Bayes,0.9657464212678937,0.7970588235294118,0.6724565756823822,0.7294751009421265,0.9766772082210502
large,default,tfidf_pos,Decision Tree,0.94546693933197,0.8738738738738738,0.24069478908188585,0.377431906614786,0.6186083786060176
